IdPago,Pago,Rfc,Factura,FormaPago,Mensaje,ReferenciaManual
8679,18.160000000000000142108547152020037174224853515625,N/E,null,null,Sin referencia,N/A
8680,3987.67999999999983629095368087291717529296875,N/E,null,null,Sin referencia,N/A
8681,291,N/E,null,null,Sin referencia,N/A
8682,0.729999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8683,0.8000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8684,4.54999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8685,4.96999999999999975131004248396493494510650634765625,N/E,null,null,Sin referencia,N/A
8686,7.80999999999999960920149533194489777088165283203125,N/E,null,null,Sin referencia,N/A
8687,48.7999999999999971578290569595992565155029296875,N/E,null,null,Sin referencia,N/A
8688,746,N/E,null,null,Sin referencia,N/A
8689,573.009999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
8690,0.419999999999999984456877655247808434069156646728515625,N/E,null,null,Sin referencia,N/A
8691,1.1699999999999999289457264239899814128875732421875,N/E,null,null,Sin referencia,N/A
8692,2.04000000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
8693,2.600000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8694,7.3300000000000000710542735760100185871124267578125,N/E,null,null,Sin referencia,N/A
8695,12.7400000000000002131628207280300557613372802734375,N/E,null,null,Sin referencia,N/A
8696,1537,N/E,null,null,Sin referencia,N/A
8697,1404.3800000000001091393642127513885498046875,N/E,null,null,Sin referencia,N/A
8698,0.61999999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8699,2.87999999999999989341858963598497211933135986328125,N/E,null,null,Sin referencia,N/A
8700,3.899999999999999911182158029987476766109466552734375,N/E,null,null,Sin referencia,N/A
8701,4.20000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
8702,17.969999999999998863131622783839702606201171875,N/E,null,null,Sin referencia,N/A
8703,26.260000000000001563194018672220408916473388671875,N/E,null,null,Sin referencia,N/A
8704,659,N/E,null,null,Sin referencia,N/A
8705,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8706,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8707,1.350000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8708,8.42999999999999971578290569595992565155029296875,N/E,null,null,Sin referencia,N/A
8709,793.98000000000001818989403545856475830078125,N/E,null,null,Sin referencia,N/A
8710,0.309999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
8711,1.62000000000000010658141036401502788066864013671875,N/E,null,null,Sin referencia,N/A
8712,1.9499999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8713,10.1500000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
8714,1028.98000000000001818989403545856475830078125,N/E,null,null,Sin referencia,N/A
8715,0.309999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
8716,1.9499999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8717,2.100000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8718,13.1500000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
8719,1659,N/E,null,null,Sin referencia,N/A
8720,0.309999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
8721,1.9499999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8722,3.399999999999999911182158029987476766109466552734375,N/E,null,null,Sin referencia,N/A
8723,21.219999999999998863131622783839702606201171875,N/E,null,null,Sin referencia,N/A
8724,1188.930000000000063664629124104976654052734375,N/E,null,null,Sin referencia,N/A
8725,584.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8726,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8727,1.1999999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8728,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8729,3.25,N/E,null,null,Sin referencia,N/A
8730,7.480000000000000426325641456060111522674560546875,N/E,null,null,Sin referencia,N/A
8731,20.3299999999999982946974341757595539093017578125,N/E,null,null,Sin referencia,N/A
8732,1210.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8733,286,N/E,null,null,Sin referencia,N/A
8734,0.61999999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8735,0.7800000000000000266453525910037569701671600341796875,N/E,null,null,Sin referencia,N/A
8736,2.479999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8737,3.899999999999999911182158029987476766109466552734375,N/E,null,null,Sin referencia,N/A
8738,4.88999999999999968025576890795491635799407958984375,N/E,null,null,Sin referencia,N/A
8739,15.480000000000000426325641456060111522674560546875,N/E,null,null,Sin referencia,N/A
8740,621,N/E,null,null,Sin referencia,N/A
8741,408,N/E,null,null,Sin referencia,N/A
8742,0.309999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
8743,1.12000000000000010658141036401502788066864013671875,N/E,null,null,Sin referencia,N/A
8744,1.270000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
8745,1.9499999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8746,6.96999999999999975131004248396493494510650634765625,N/E,null,null,Sin referencia,N/A
8747,7.94000000000000039079850466805510222911834716796875,N/E,null,null,Sin referencia,N/A
8748,3190.34999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
8749,839.1399999999999863575794734060764312744140625,N/E,null,null,Sin referencia,N/A
8750,0.419999999999999984456877655247808434069156646728515625,N/E,null,null,Sin referencia,N/A
8751,2.29000000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
8752,2.600000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8753,3.439999999999999946709294817992486059665679931640625,N/E,null,null,Sin referencia,N/A
8754,14.339999999999999857891452847979962825775146484375,N/E,null,null,Sin referencia,N/A
8755,21.510000000000001563194018672220408916473388671875,N/E,null,null,Sin referencia,N/A
8756,1231.890000000000100044417195022106170654296875,N/E,null,null,Sin referencia,N/A
8757,265,N/E,null,null,Sin referencia,N/A
8758,2.520000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
8759,4.519999999999999573674358543939888477325439453125,N/E,null,null,Sin referencia,N/A
8760,4.54999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8761,15.75,N/E,null,null,Sin referencia,N/A
8762,0.7199999999999999733546474089962430298328399658203125,N/E,null,null,Sin referencia,N/A
8763,0.729999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8764,1134,N/E,null,null,Sin referencia,N/A
8765,2.319999999999999840127884453977458178997039794921875,N/E,null,null,Sin referencia,N/A
8766,14.5,N/E,null,null,Sin referencia,N/A
8767,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8768,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8769,658.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8770,1.350000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8771,8.4199999999999999289457264239899814128875732421875,N/E,null,null,Sin referencia,N/A
8772,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8773,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8774,1945.339999999999918145476840436458587646484375,N/E,null,null,Sin referencia,N/A
8775,3.54999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8776,22.1700000000000017053025658242404460906982421875,N/E,null,null,Sin referencia,N/A
8777,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8778,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8779,1388.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8780,2.839999999999999857891452847979962825775146484375,N/E,null,null,Sin referencia,N/A
8781,17.760000000000001563194018672220408916473388671875,N/E,null,null,Sin referencia,N/A
8782,3004.40999999999985448084771633148193359375,N/E,null,null,Sin referencia,N/A
8783,1171.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8784,0.939999999999999946709294817992486059665679931640625,N/E,null,null,Sin referencia,N/A
8785,2.399999999999999911182158029987476766109466552734375,N/E,null,null,Sin referencia,N/A
8786,5.8499999999999996447286321199499070644378662109375,N/E,null,null,Sin referencia,N/A
8787,8.2200000000000006394884621840901672840118408203125,N/E,null,null,Sin referencia,N/A
8788,14.9700000000000006394884621840901672840118408203125,N/E,null,null,Sin referencia,N/A
8789,51.35000000000000142108547152020037174224853515625,N/E,null,null,Sin referencia,N/A
8790,206,N/E,null,null,Sin referencia,N/A
8791,0.419999999999999984456877655247808434069156646728515625,N/E,null,null,Sin referencia,N/A
8792,2.62999999999999989341858963598497211933135986328125,N/E,null,null,Sin referencia,N/A
8793,285.91000000000002501110429875552654266357421875,N/E,null,null,Sin referencia,N/A
8794,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8795,3.649999999999999911182158029987476766109466552734375,N/E,null,null,Sin referencia,N/A
8796,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8797,0.57999999999999996003197111349436454474925994873046875,N/E,null,null,Sin referencia,N/A
8798,1098.98000000000001818989403545856475830078125,N/E,null,null,Sin referencia,N/A
8799,291,N/E,null,null,Sin referencia,N/A
8800,4.96999999999999975131004248396493494510650634765625,N/E,null,null,Sin referencia,N/A
8801,14.050000000000000710542735760100185871124267578125,N/E,null,null,Sin referencia,N/A
8802,0.8000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8803,2.25,N/E,null,null,Sin referencia,N/A
8804,2139.51999999999998181010596454143524169921875,N/E,null,null,Sin referencia,N/A
8805,1705,N/E,null,null,Sin referencia,N/A
8806,27.3599999999999994315658113919198513031005859375,N/E,null,null,Sin referencia,N/A
8807,29.14999999999999857891452847979962825775146484375,N/E,null,null,Sin referencia,N/A
8808,4.37999999999999989341858963598497211933135986328125,N/E,null,null,Sin referencia,N/A
8809,4.660000000000000142108547152020037174224853515625,N/E,null,null,Sin referencia,N/A
8810,1573.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8811,2813.989999999999781721271574497222900390625,N/E,null,null,Sin referencia,N/A
8812,3945.989999999999781721271574497222900390625,N/E,null,null,Sin referencia,N/A
8813,1425.15000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8814,3765.67999999999983629095368087291717529296875,N/E,null,null,Sin referencia,N/A
8815,1276.490000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8816,289.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8817,5291.9600000000000363797880709171295166015625,N/E,null,null,Sin referencia,N/A
8818,6275.4300000000002910383045673370361328125,N/E,null,null,Sin referencia,N/A
8819,3667,N/E,null,null,Sin referencia,N/A
8820,540,N/E,null,null,Sin referencia,N/A
8821,1.100000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8822,6.9000000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
8823,354.51999999999998181010596454143524169921875,N/E,null,null,Sin referencia,N/A
8824,206,N/E,null,null,Sin referencia,N/A
8825,0.419999999999999984456877655247808434069156646728515625,N/E,null,null,Sin referencia,N/A
8826,0.9699999999999999733546474089962430298328399658203125,N/E,null,null,Sin referencia,N/A
8827,2.62999999999999989341858963598497211933135986328125,N/E,null,null,Sin referencia,N/A
8828,6.05999999999999960920149533194489777088165283203125,N/E,null,null,Sin referencia,N/A
8829,721.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8830,642.009999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
8831,0.309999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
8832,1.310000000000000053290705182007513940334320068359375,N/E,null,null,Sin referencia,N/A
8833,1.9499999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8834,1.9699999999999999733546474089962430298328399658203125,N/E,null,null,Sin referencia,N/A
8835,8.21000000000000085265128291212022304534912109375,N/E,null,null,Sin referencia,N/A
8836,12.3300000000000000710542735760100185871124267578125,N/E,null,null,Sin referencia,N/A
8837,249.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8838,0.1000000000000000055511151231257827021181583404541015625,N/E,null,null,Sin referencia,N/A
8839,0.5100000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8840,0.65000000000000002220446049250313080847263336181640625,N/E,null,null,Sin referencia,N/A
8841,3.189999999999999946709294817992486059665679931640625,N/E,null,null,Sin referencia,N/A
8842,573,N/E,null,null,Sin referencia,N/A
8843,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8844,1.1699999999999999289457264239899814128875732421875,N/E,null,null,Sin referencia,N/A
8845,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8846,7.32000000000000028421709430404007434844970703125,N/E,null,null,Sin referencia,N/A
8847,3167,N/E,null,null,Sin referencia,N/A
8848,269.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8849,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8850,0.7399999999999999911182158029987476766109466552734375,N/E,null,null,Sin referencia,N/A
8851,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8852,2.87999999999999989341858963598497211933135986328125,N/E,null,null,Sin referencia,N/A
8853,4.61000000000000031974423109204508364200592041015625,N/E,null,null,Sin referencia,N/A
8854,18,N/E,null,null,Sin referencia,N/A
8855,1228.009999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
8856,0.520000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
8857,2.5099999999999997868371792719699442386627197265625,N/E,null,null,Sin referencia,N/A
8858,3.25,N/E,null,null,Sin referencia,N/A
8859,15.6899999999999995026200849679298698902130126953125,N/E,null,null,Sin referencia,N/A
8860,3010.260000000000218278728425502777099609375,N/E,null,null,Sin referencia,N/A
8861,0.520000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
8862,3.25,N/E,null,null,Sin referencia,N/A
8863,6.160000000000000142108547152020037174224853515625,N/E,null,null,Sin referencia,N/A
8864,38.50999999999999801048033987171947956085205078125,N/E,null,null,Sin referencia,N/A
8865,5601.649999999999636202119290828704833984375,N/E,null,null,Sin referencia,N/A
8866,606.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8867,1.2399999999999999911182158029987476766109466552734375,N/E,null,null,Sin referencia,N/A
8868,7.7599999999999997868371792719699442386627197265625,N/E,null,null,Sin referencia,N/A
8869,15.32000000000000028421709430404007434844970703125,N/E,null,null,Sin referencia,N/A
8870,95.780000000000001136868377216160297393798828125,N/E,null,null,Sin referencia,N/A
8871,18451.79999999999927240423858165740966796875,N/E,null,null,Sin referencia,N/A
8872,1045.359999999999899955582804977893829345703125,N/E,null,null,Sin referencia,N/A
8873,2.859999999999999875655021241982467472553253173828125,N/E,null,null,Sin referencia,N/A
8874,3.390000000000000124344978758017532527446746826171875,N/E,null,null,Sin referencia,N/A
8875,17.870000000000000994759830064140260219573974609375,N/E,null,null,Sin referencia,N/A
8876,21.199999999999999289457264239899814128875732421875,N/E,null,null,Sin referencia,N/A
8877,0.419999999999999984456877655247808434069156646728515625,N/E,null,null,Sin referencia,N/A
8878,2.600000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8879,2676.44000000000005456968210637569427490234375,N/E,null,null,Sin referencia,N/A
8880,5.480000000000000426325641456060111522674560546875,N/E,null,null,Sin referencia,N/A
8881,34.219999999999998863131622783839702606201171875,N/E,null,null,Sin referencia,N/A
8882,0.729999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8883,4.54999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8884,1614.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8885,5.20000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
8886,20.620000000000000994759830064140260219573974609375,N/E,null,null,Sin referencia,N/A
8887,0.82999999999999996003197111349436454474925994873046875,N/E,null,null,Sin referencia,N/A
8888,3.29999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8889,2832.05999999999994543031789362430572509765625,N/E,null,null,Sin referencia,N/A
8890,4.28000000000000024868995751603506505489349365234375,N/E,null,null,Sin referencia,N/A
8891,26.780000000000001136868377216160297393798828125,N/E,null,null,Sin referencia,N/A
8892,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8893,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8894,1274,N/E,null,null,Sin referencia,N/A
8895,2.609999999999999875655021241982467472553253173828125,N/E,null,null,Sin referencia,N/A
8896,16.300000000000000710542735760100185871124267578125,N/E,null,null,Sin referencia,N/A
8897,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8898,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8899,813.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8900,1.6699999999999999289457264239899814128875732421875,N/E,null,null,Sin referencia,N/A
8901,10.410000000000000142108547152020037174224853515625,N/E,null,null,Sin referencia,N/A
8902,221,N/E,null,null,Sin referencia,N/A
8903,29,N/E,null,null,Sin referencia,N/A
8904,0.059999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
8905,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
8906,0.36999999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
8907,0.59999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
8908,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8909,3.770000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
8910,27.550000000000000710542735760100185871124267578125,N/E,null,null,Sin referencia,N/A
8911,22521.330000000001746229827404022216796875,N/E,null,null,Sin referencia,N/A
8912,1788.950000000000045474735088646411895751953125,N/E,null,null,Sin referencia,N/A
8913,201,N/E,null,null,Sin referencia,N/A
8914,0.5500000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
8915,0.939999999999999946709294817992486059665679931640625,N/E,null,null,Sin referencia,N/A
8916,3.430000000000000159872115546022541821002960205078125,N/E,null,null,Sin referencia,N/A
8917,3.660000000000000142108547152020037174224853515625,N/E,null,null,Sin referencia,N/A
8918,5.8499999999999996447286321199499070644378662109375,N/E,null,null,Sin referencia,N/A
8919,22.8599999999999994315658113919198513031005859375,N/E,null,null,Sin referencia,N/A
8920,21562.77999999999883584678173065185546875,N/E,null,null,Sin referencia,N/A
8921,43.6700000000000017053025658242404460906982421875,N/E,null,null,Sin referencia,N/A
8922,122259.669999999998253770172595977783203125,N/E,null,null,Sin referencia,N/A
8923,18931.43999999999869032762944698333740234375,N/E,null,null,Sin referencia,N/A
8924,42746,N/E,null,null,Sin referencia,N/A
8925,1458.55999999999994543031789362430572509765625,N/E,null,null,Sin referencia,N/A
8926,6617.0600000000004001776687800884246826171875,N/E,null,null,Sin referencia,N/A
8927,8021.4499999999998181010596454143524169921875,N/E,null,null,Sin referencia,N/A
8928,13113.27000000000043655745685100555419921875,N/E,null,null,Sin referencia,N/A
8929,53941.47000000000116415321826934814453125,N/E,null,null,Sin referencia,N/A
8930,495796.140000000013969838619232177734375,N/E,null,null,Sin referencia,N/A
8931,1542.25,N/E,null,null,Sin referencia,N/A
8932,3178.34999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
8933,1664.34999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
8934,56052.0400000000008731149137020111083984375,N/E,null,null,Sin referencia,N/A
8935,16903.52000000000043655745685100555419921875,N/E,null,null,Sin referencia,N/A
8936,1288.579999999999927240423858165740966796875,N/E,null,null,Sin referencia,N/A
8937,127243.75,N/E,null,null,Sin referencia,N/A
8938,17240.610000000000582076609134674072265625,N/E,null,null,Sin referencia,N/A
8939,6484.5,N/E,null,null,Sin referencia,N/A
8940,6454.6099999999996725819073617458343505859375,N/E,null,null,Sin referencia,N/A
8941,649.6000000000000227373675443232059478759765625,N/E,null,null,Sin referencia,N/A
8942,10659.690000000000509317032992839813232421875,N/E,null,null,Sin referencia,N/A
8943,12879.47999999999956344254314899444580078125,N/E,null,null,Sin referencia,N/A
8944,834.1399999999999863575794734060764312744140625,N/E,null,null,Sin referencia,N/A
8945,12633.719999999999345163814723491668701171875,N/E,null,null,Sin referencia,N/A
8946,2292.98000000000001818989403545856475830078125,N/E,null,null,Sin referencia,N/A
8947,713.279999999999972715158946812152862548828125,N/E,null,null,Sin referencia,N/A
8948,11497.079999999999927240423858165740966796875,N/E,null,null,Sin referencia,N/A
8949,2650.80999999999994543031789362430572509765625,N/E,null,null,Sin referencia,N/A
8950,702,N/E,null,null,Sin referencia,N/A
8951,5.20000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
8952,5.42999999999999971578290569595992565155029296875,N/E,null,null,Sin referencia,N/A
8953,11.9900000000000002131628207280300557613372802734375,N/E,null,null,Sin referencia,N/A
8954,33.909999999999996589394868351519107818603515625,N/E,null,null,Sin referencia,N/A
8955,0.82999999999999996003197111349436454474925994873046875,N/E,null,null,Sin referencia,N/A
8956,1.9199999999999999289457264239899814128875732421875,N/E,null,null,Sin referencia,N/A
8957,391,N/E,null,null,Sin referencia,N/A
8958,1.0700000000000000621724893790087662637233734130859375,N/E,null,null,Sin referencia,N/A
8959,6.67999999999999971578290569595992565155029296875,N/E,null,null,Sin referencia,N/A
8960,790,N/E,null,null,Sin referencia,N/A
8961,427,N/E,null,null,Sin referencia,N/A
8962,1.62000000000000010658141036401502788066864013671875,N/E,null,null,Sin referencia,N/A
8963,2.600000000000000088817841970012523233890533447265625,N/E,null,null,Sin referencia,N/A
8964,7.29000000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
8965,10.0999999999999996447286321199499070644378662109375,N/E,null,null,Sin referencia,N/A
8966,0.419999999999999984456877655247808434069156646728515625,N/E,null,null,Sin referencia,N/A
8967,1.1699999999999999289457264239899814128875732421875,N/E,null,null,Sin referencia,N/A
8968,1632.009999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
8969,1213.069999999999936335370875895023345947265625,N/E,null,null,Sin referencia,N/A
8970,20.739999999999998436805981327779591083526611328125,N/E,null,null,Sin referencia,N/A
8971,20.8599999999999994315658113919198513031005859375,N/E,null,null,Sin referencia,N/A
8972,3.319999999999999840127884453977458178997039794921875,N/E,null,null,Sin referencia,N/A
8973,3.339999999999999857891452847979962825775146484375,N/E,null,null,Sin referencia,N/A
8974,264.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8975,0.7199999999999999733546474089962430298328399658203125,N/E,null,null,Sin referencia,N/A
8976,4.53000000000000024868995751603506505489349365234375,N/E,null,null,Sin referencia,N/A
8977,3746.01999999999998181010596454143524169921875,N/E,null,null,Sin referencia,N/A
8978,2368.28000000000020008883439004421234130859375,N/E,null,null,Sin referencia,N/A
8979,3325.75,N/E,null,null,Sin referencia,N/A
8980,28049.080000000001746229827404022216796875,N/E,null,null,Sin referencia,N/A
8981,48207.27999999999883584678173065185546875,N/E,null,null,Sin referencia,N/A
8982,1914.950000000000045474735088646411895751953125,N/E,null,null,Sin referencia,N/A
8983,3171.989999999999781721271574497222900390625,N/E,null,null,Sin referencia,N/A
8984,0.729999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8985,4.54999999999999982236431605997495353221893310546875,N/E,null,null,Sin referencia,N/A
8986,8.67999999999999971578290569595992565155029296875,N/E,null,null,Sin referencia,N/A
8987,54.219999999999998863131622783839702606201171875,N/E,null,null,Sin referencia,N/A
8988,2170.05999999999994543031789362430572509765625,N/E,null,null,Sin referencia,N/A
8989,629.1699999999999590727384202182292938232421875,N/E,null,null,Sin referencia,N/A
8990,1.29000000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
8991,5.94000000000000039079850466805510222911834716796875,N/E,null,null,Sin referencia,N/A
8992,8.050000000000000710542735760100185871124267578125,N/E,null,null,Sin referencia,N/A
8993,37.10000000000000142108547152020037174224853515625,N/E,null,null,Sin referencia,N/A
8994,90298.66000000000349245965480804443359375,N/E,null,null,Sin referencia,N/A
8995,705.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
8996,558.509999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
8997,1.1399999999999999023003738329862244427204132080078125,N/E,null,null,Sin referencia,N/A
8998,1.9299999999999999378275106209912337362766265869140625,N/E,null,null,Sin referencia,N/A
8999,7.13999999999999968025576890795491635799407958984375,N/E,null,null,Sin referencia,N/A
9000,12.07000000000000028421709430404007434844970703125,N/E,null,null,Sin referencia,N/A
9001,749.3799999999999954525264911353588104248046875,N/E,null,null,Sin referencia,N/A
9002,427.990000000000009094947017729282379150390625,N/E,null,null,Sin referencia,N/A
9003,1.1699999999999999289457264239899814128875732421875,N/E,null,null,Sin referencia,N/A
9004,1.5300000000000000266453525910037569701671600341796875,N/E,null,null,Sin referencia,N/A
9005,7.30999999999999960920149533194489777088165283203125,N/E,null,null,Sin referencia,N/A
9006,9.5800000000000000710542735760100185871124267578125,N/E,null,null,Sin referencia,N/A
9007,320,N/E,null,null,Sin referencia,N/A
9008,0.65000000000000002220446049250313080847263336181640625,N/E,null,null,Sin referencia,N/A
9009,4.089999999999999857891452847979962825775146484375,N/E,null,null,Sin referencia,N/A
9010,375,N/E,null,null,Sin referencia,N/A
9011,0.770000000000000017763568394002504646778106689453125,N/E,null,null,Sin referencia,N/A
9012,4.79000000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
9013,2374.88999999999987267074175179004669189453125,N/E,null,null,Sin referencia,N/A
9014,933.029999999999972715158946812152862548828125,N/E,null,null,Sin referencia,N/A
9015,1.9099999999999999200639422269887290894985198974609375,N/E,null,null,Sin referencia,N/A
9016,6.4900000000000002131628207280300557613372802734375,N/E,null,null,Sin referencia,N/A
9017,11.92999999999999971578290569595992565155029296875,N/E,null,null,Sin referencia,N/A
9018,40.590000000000003410605131648480892181396484375,N/E,null,null,Sin referencia,N/A
9019,702.5,N/E,null,null,Sin referencia,N/A
9020,0.309999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
9021,1.439999999999999946709294817992486059665679931640625,N/E,null,null,Sin referencia,N/A
9022,1.9499999999999999555910790149937383830547332763671875,N/E,null,null,Sin referencia,N/A
9023,8.980000000000000426325641456060111522674560546875,N/E,null,null,Sin referencia,N/A
9024,891,N/E,null,null,Sin referencia,N/A
9025,0.2099999999999999922284388276239042170345783233642578125,N/E,null,null,Sin referencia,N/A
9026,1.3000000000000000444089209850062616169452667236328125,N/E,null,null,Sin referencia,N/A
9027,1.8200000000000000621724893790087662637233734130859375,N/E,null,null,Sin referencia,N/A
9028,11.4000000000000003552713678800500929355621337890625,N/E,null,null,Sin referencia,N/A
9029,1817.579999999999927240423858165740966796875,N/E,null,null,Sin referencia,N/A
9030,254.009999999999990905052982270717620849609375,N/E,null,null,Sin referencia,N/A
9031,0.309999999999999997779553950749686919152736663818359375,N/E,null,null,Sin referencia,N/A
9032,0.689999999999999946709294817992486059665679931640625,N/E,null,null,Sin referencia,N/A
